Time,GDP_growth,Spending_to_GDP_diff,Unemployment_diff,Rent_income_diff,Inflation_diff,PPI_diff_2
1997-12-31,4.487859435,-1.1550734117858,-0.7000000000000002,-0.01611381401006251,1.2516700000000045,-1.9401700000000088
1998-03-31,4.855286241,-1.0785580806422743,-0.5,-0.024101154483963102,0.9844500000000096,-2.1018599999999736
1998-06-30,4.095967473,-1.0020427494987416,-0.5,-0.027874746836119343,1.0828999999999949,-0.8802699999999959
1998-09-30,4.0977351560000015,-0.9255274183552232,-0.3000000000000007,-0.025923024033075004,1.0829000000000093,-0.5568999999999988
1998-12-31,4.879110756,-0.8490120872116975,-0.2999999999999998,-0.016616204970582915,1.0547700000000049,-0.2694800000000015
1999-03-31,4.824066557,-0.7523890289985005,-0.5,-0.010292488184126205,1.139169999999993,0.9700899999999848
1999-06-30,4.661367513,-0.6557659707852963,-0.20000000000000015,-0.0023805760883146565,1.4485600000000003,1.4012399999999872
1999-09-30,4.720387204,-0.5591429125720921,-0.39999999999999947,-0.003179626858655249,1.6173299999999955,2.2276100000000127
1999-12-31,4.806649304,-0.4625198543588951,-0.4000000000000004,-0.01801507187104989,1.814219999999992,2.8923000000000068
2000-03-31,4.199578289,-0.4363839865172494,-0.20000000000000015,-0.029812620498617992,2.2501900000000035,3.143810000000016
2000-06-30,5.297737508,-0.4102481186756037,-0.2999999999999998,-0.0382894467287509,2.33457,2.317440000000005
2000-09-30,4.075330200000002,-0.38411225083395095,-0.3000000000000003,-0.04234183658570045,2.4752100000000037,1.1137999999999837
2000-12-31,2.9734827,-0.3579763829923053,-0.10000000000000007,-0.027261264118436882,2.433019999999999,0.10779999999999744
2001-03-31,2.309709576,0.05887351492832237,0.2999999999999998,-0.015619406979844097,2.433019999999999,-1.6707100000000423
2001-06-30,1.057242386,0.4757234128489429,0.5,0.001013203618860814,2.447090000000003,-1.616829999999993
2001-09-30,0.503588481,0.8925733107695706,1.1,-0.0038533258226476352,1.968919999999997,-2.263530000000003
2001-12-31,0.15348584699999998,1.3094232086901982,1.8000000000000005,0.020816134715810675,1.3641800000000046,-3.4492099999999937
2002-03-31,1.318279412,1.2575114848351276,1.4000000000000004,0.013841354449665609,0.9281999999999756,-2.838409999999968
2002-06-30,1.339610634,1.2055997609800502,1.2999999999999998,-0.0015976723039050622,0.9703899999999948,-2.6946800000000337
2002-09-30,2.214366048,1.1536880371249725,0.7000000000000002,0.016230267528810405,1.1954099999999954,-0.8623099999999937
2002-12-31,2.094540722,1.1017763132699017,0.2999999999999998,-0.012460565949886426,1.6454499999999967,2.209639999999993
2003-03-31,1.7709260619999998,0.963024470707026,0.20000000000000015,-0.0021996448088978933,2.151740000000018,4.149819999999991
2003-06-30,2.028401223,0.8242726281441577,0.5,-0.004879360000805244,1.6173300000000097,2.6048700000000484
2003-09-30,3.3018069339999996,0.685520785581275,0.39999999999999947,-0.026177702134801528,1.6735700000000264,1.8862900000000025
2003-12-31,4.326363416,0.5467689430183995,-0.2999999999999998,-0.022506499417348502,1.4485600000000003,0.5748800000000074
2004-03-31,4.304555592,0.3149604220330744,-0.10000000000000052,-0.02564927136849171,1.3782400000000052,-1.616810000000001
2004-06-30,4.203019254,0.08315190104774217,-0.7000000000000002,-0.025837736852682317,2.222059999999999,2.1737099999999856
2004-09-30,3.431594529,-0.14865661993757584,-0.6999999999999993,-0.012914839696924751,2.123619999999974,2.2276099999999985
2004-12-31,3.281794503,-0.38046514092290096,-0.2999999999999998,-0.029612821487630562,2.5877200000000045,2.62281999999999
2005-03-31,3.870679348,-0.26467828147252703,-0.5999999999999996,-0.007162423961075026,2.390829999999994,3.071950000000029
2005-06-30,3.56089313,-0.148891422022146,-0.5999999999999996,-0.00844731183931957,2.348629999999972,0.1796499999999952
2005-09-30,3.505499902,-0.03310456257177208,-0.4000000000000004,-0.01279411527173302,3.0658800000000066,0.9521299999999968
2005-12-31,3.126111406,0.08268229687860185,-0.5,-0.00964209282229156,3.0096300000000014,0.0898300000000063
2006-03-31,3.353894859,-0.01048267884419829,-0.5,-0.040799813109061216,2.9533800000000094,-0.5569000000000415
2006-06-30,3.1194730489999998,-0.10364765456699844,-0.4000000000000004,-0.028949624896881018,3.290900000000022,1.0778799999999933
2006-09-30,2.366502285,-0.19681263028980567,-0.5,-0.01806437047818821,2.7705599999999895,-1.2395700000000005
2006-12-31,2.5907044569999997,-0.2899776060126058,-0.5,-0.005969634040681404,1.6173200000000207,-3.1258399999999966
